time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1551433401.260668,6,136,192.168.1.149,172.217.17.14,33988,443
1551433401.261379,6,704,192.168.1.149,172.217.17.14,33988,443
1551433401.262647,6,1123,192.168.1.149,172.217.17.14,33988,443
1551433401.265393,6,83,192.168.1.149,172.217.17.14,33988,443
1551433401.265748,17,39,192.168.1.149,192.168.1.1,42997,53
1551433401.26892,17,313,192.168.1.1,192.168.1.149,53,42997
1551433401.278251,6,46,172.217.17.14,192.168.1.149,443,33988
1551433401.284271,6,205,192.168.1.149,172.217.168.163,49870,443
1551433401.287706,6,199,192.168.1.149,172.217.16.238,52992,443
1551433401.289356,6,208,192.168.1.149,216.58.210.138,36584,443
1551433401.306657,6,79,172.217.17.14,192.168.1.149,443,33988
1551433401.306897,6,202,172.217.17.14,192.168.1.149,443,33988
1551433401.307032,6,75,172.217.17.14,192.168.1.149,443,33988
1551433401.307036,6,46,172.217.17.14,192.168.1.149,443,33988
1551433401.307038,6,77,172.217.17.14,192.168.1.149,443,33988
1551433401.30704,6,38,172.217.17.14,192.168.1.149,443,33988
1551433401.30794,6,46,192.168.1.149,172.217.17.14,33988,443
1551433401.326813,6,1418,172.217.168.163,192.168.1.149,443,49870
1551433401.326861,6,1418,172.217.168.163,192.168.1.149,443,49870
1551433401.327816,6,778,172.217.168.163,192.168.1.149,443,49870
1551433401.328827,6,258,192.168.1.149,172.217.168.163,49870,443
1551433401.331141,6,1418,216.58.210.138,192.168.1.149,443,36584
1551433401.331418,6,1418,216.58.210.138,192.168.1.149,443,36584
1551433401.336672,6,1001,216.58.210.138,192.168.1.149,443,36584
1551433401.337053,6,1418,172.217.16.238,192.168.1.149,443,52992
1551433401.337065,6,1418,172.217.16.238,192.168.1.149,443,52992
1551433401.337169,6,777,172.217.16.238,192.168.1.149,443,52992
1551433401.337287,6,258,192.168.1.149,216.58.210.138,36584,443
1551433401.337872,6,79,172.217.17.14,192.168.1.149,443,33988
1551433401.338313,6,38,172.217.17.14,192.168.1.149,443,33988
1551433401.338317,6,46,172.217.17.14,192.168.1.149,443,33988
1551433401.338363,6,258,192.168.1.149,172.217.16.238,52992,443
1551433401.339335,6,46,192.168.1.149,172.217.17.14,33988,443
1551433401.345517,6,321,172.217.168.163,192.168.1.149,443,49870
1551433401.345609,6,69,172.217.168.163,192.168.1.149,443,49870
1551433401.355436,6,321,216.58.210.138,192.168.1.149,443,36584
1551433401.355537,6,69,216.58.210.138,192.168.1.149,443,36584
1551433401.355806,6,321,172.217.16.238,192.168.1.149,443,52992
1551433401.355904,6,69,172.217.16.238,192.168.1.149,443,52992
1551433401.359628,6,77,172.217.17.14,192.168.1.149,443,33988
1551433401.359962,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.360297,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.362096,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.362521,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.362568,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.362636,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.36265,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.36268,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.362707,6,1077,172.217.17.14,192.168.1.149,443,33988
1551433401.370761,6,195,172.217.17.14,192.168.1.149,443,33988
1551433401.380952,6,618,192.168.1.149,216.58.211.226,46572,443
1551433401.381369,6,46,192.168.1.149,216.58.211.226,46572,443
1551433401.384284,6,69,172.217.168.163,192.168.1.149,443,49870
1551433401.400409,6,46,216.58.211.226,192.168.1.149,443,46572
1551433401.401063,6,69,172.217.16.238,192.168.1.149,443,52992
1551433401.405634,6,69,216.58.210.138,192.168.1.149,443,36584
1551433401.417808,6,118,192.168.1.149,172.217.17.14,33988,443
1551433401.418242,6,536,192.168.1.149,172.217.17.14,33988,443
1551433401.435077,6,164,172.217.17.14,192.168.1.149,443,33988
1551433401.435195,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.435547,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.435568,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.435959,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.436019,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.436035,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.436047,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.436058,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.436069,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.43608,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.436222,6,517,192.168.1.149,130.206.193.111,34348,443
1551433401.436306,6,517,192.168.1.149,130.206.193.111,34346,443
1551433401.436782,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.436931,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.436944,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.436953,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.436956,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.436958,6,1418,172.217.17.14,192.168.1.149,443,33988
1551433401.438906,6,1418,172.217.17.14,192.168.1.149,443,33988
