time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1554878352.150554,6,384,67.225.149.135,192.168.1.149,443,45510
1554878352.150795,6,240,67.225.149.135,192.168.1.149,443,45510
1554878355.435689,17,40,192.168.1.149,192.168.1.1,52604,53
1554878355.435799,17,40,192.168.1.149,192.168.1.1,49184,53
1554878355.438958,17,304,192.168.1.1,192.168.1.149,53,52604
1554878355.439268,17,316,192.168.1.1,192.168.1.149,53,49184
1554878355.453719,6,587,192.168.1.149,172.217.168.164,38282,443
1554878355.469255,6,156,172.217.168.164,192.168.1.149,443,38282
1554878355.469571,6,51,192.168.1.149,172.217.168.164,38282,443
1554878355.470725,6,177,192.168.1.149,172.217.168.164,38282,443
1554878355.470919,6,228,192.168.1.149,172.217.168.164,38282,443
1554878355.481902,6,69,172.217.168.164,192.168.1.149,443,38282
1554878355.482009,6,38,192.168.1.149,172.217.168.164,38282,443
1554878355.482215,6,38,172.217.168.164,192.168.1.149,443,38282
1554878355.522381,6,42,192.168.1.149,172.217.168.164,38282,443
1554878355.523557,6,424,172.217.168.164,192.168.1.149,443,38282
1554878355.523581,6,112,172.217.168.164,192.168.1.149,443,38282
1554878355.523817,6,39,172.217.168.164,192.168.1.149,443,38282
1554878355.524277,6,38,172.217.168.164,192.168.1.149,443,38282
1554878355.52474,6,46,172.217.168.164,192.168.1.149,443,38282
1554878355.524803,6,46,192.168.1.149,172.217.168.164,38282,443
1554878355.605585,6,94,192.168.1.149,172.217.168.164,38282,443
1554878355.656508,6,153,172.217.168.164,192.168.1.149,443,38282
1554878355.656558,6,120,172.217.168.164,192.168.1.149,443,38282
1554878355.656673,6,39,172.217.168.164,192.168.1.149,443,38282
1554878355.656768,6,38,172.217.168.164,192.168.1.149,443,38282
1554878355.65688,6,46,172.217.168.164,192.168.1.149,443,38282
1554878355.657154,6,46,192.168.1.149,172.217.168.164,38282,443
1554878355.752653,6,95,192.168.1.149,172.217.168.164,38282,443
1554878355.762867,6,42,192.168.1.149,172.217.168.164,38282,443
1554878355.838742,6,96,192.168.1.149,172.217.168.164,38282,443
1554878355.851032,6,42,192.168.1.149,172.217.168.164,38282,443
1554878355.919683,6,96,192.168.1.149,172.217.168.164,38282,443
1554878355.9688,6,153,172.217.168.164,192.168.1.149,443,38282
1554878355.969425,6,107,172.217.168.164,192.168.1.149,443,38282
