time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1551369000.944189,17,180,192.168.1.149,239.255.255.250,58351,1900
1551369001.062391,17,55,192.168.1.149,192.168.1.1,49552,53
1551369001.064466,17,326,192.168.1.1,192.168.1.149,53,49552
1551369001.09335,6,213,192.168.1.149,172.217.16.227,42146,443
1551369001.132937,6,1418,172.217.16.227,192.168.1.149,443,42146
1551369001.133698,6,1418,172.217.16.227,192.168.1.149,443,42146
1551369001.134862,6,996,172.217.16.227,192.168.1.149,443,42146
1551369001.135657,6,93,192.168.1.149,172.217.16.227,42146,443
1551369001.152713,6,284,172.217.16.227,192.168.1.149,443,42146
1551369001.152973,6,69,172.217.16.227,192.168.1.149,443,42146
1551369001.155002,6,93,192.168.1.149,172.217.16.227,42146,443
1551369001.155478,6,38,192.168.1.149,172.217.16.227,42146,443
1551369001.155781,6,262,192.168.1.149,172.217.16.227,42146,443
1551369001.171033,6,38,172.217.16.227,192.168.1.149,443,42146
1551369001.192756,17,40,192.168.1.149,192.168.1.1,34472,53
1551369001.194826,17,56,192.168.1.1,192.168.1.149,53,34472
1551369001.209915,6,181,172.217.16.227,192.168.1.149,443,42146
1551369001.210467,6,38,172.217.16.227,192.168.1.149,443,42146
1551369001.210482,6,46,172.217.16.227,192.168.1.149,443,42146
1551369001.22068,6,46,192.168.1.149,172.217.16.227,42146,443
1551369001.222177,6,202,192.168.1.149,216.58.211.36,46106,443
1551369001.263403,6,1418,216.58.211.36,192.168.1.149,443,46106
1551369001.263445,6,1148,216.58.211.36,192.168.1.149,443,46106
1551369001.491577,17,45,192.168.1.149,192.168.1.1,53321,53
1551369001.493779,17,309,192.168.1.1,192.168.1.149,53,53321
1551369001.494383,6,258,192.168.1.149,216.58.211.36,46106,443
1551369001.496927,6,93,192.168.1.149,216.58.211.36,46106,443
1551369001.497286,6,694,192.168.1.149,216.58.211.36,46106,443
1551369001.511903,6,321,216.58.211.36,192.168.1.149,443,46106
1551369001.512915,6,69,216.58.211.36,192.168.1.149,443,46106
1551369001.51349,6,38,216.58.211.36,192.168.1.149,443,46106
1551369001.520455,6,38,192.168.1.149,216.58.211.36,46106,443
1551369001.521469,6,207,192.168.1.149,216.58.211.205,58986,443
1551369001.547161,6,138,192.168.1.149,216.58.211.36,46106,443
1551369001.547313,6,265,216.58.211.36,192.168.1.149,443,46106
1551369001.547411,6,132,216.58.211.36,192.168.1.149,443,46106
1551369001.549021,6,39,216.58.211.36,192.168.1.149,443,46106
1551369001.549142,6,38,216.58.211.36,192.168.1.149,443,46106
1551369001.549319,6,46,216.58.211.36,192.168.1.149,443,46106
1551369001.550106,6,46,192.168.1.149,216.58.211.36,46106,443
1551369001.562386,6,358,192.168.1.149,216.58.211.36,46106,443
1551369001.564834,6,311,192.168.1.149,216.58.211.36,46106,443
1551369001.566176,6,1418,216.58.211.205,192.168.1.149,443,58986
1551369001.56922,6,1418,216.58.211.205,192.168.1.149,443,58986
1551369001.569254,6,133,216.58.211.205,192.168.1.149,443,58986
1551369001.569972,6,258,192.168.1.149,216.58.211.205,58986,443
1551369001.571798,6,93,192.168.1.149,216.58.211.205,58986,443
1551369001.572014,6,615,192.168.1.149,216.58.211.205,58986,443
1551369001.586427,6,321,216.58.211.205,192.168.1.149,443,58986
1551369001.586766,6,69,216.58.211.205,192.168.1.149,443,58986
1551369001.586873,6,38,192.168.1.149,216.58.211.205,58986,443
1551369001.587497,6,38,216.58.211.205,192.168.1.149,443,58986
1551369001.589387,6,187,192.168.1.149,216.58.211.36,46106,443
1551369001.598039,6,151,192.168.1.149,216.58.211.36,46106,443
1551369001.602849,6,95,216.58.211.36,192.168.1.149,443,46106
1551369001.60287,6,38,216.58.211.36,192.168.1.149,443,46106
1551369001.603322,6,46,216.58.211.36,192.168.1.149,443,46106
1551369001.603648,6,46,192.168.1.149,216.58.211.36,46106,443
1551369001.604133,6,74,216.58.211.36,192.168.1.149,443,46106
1551369001.60424,6,38,216.58.211.36,192.168.1.149,443,46106
1551369001.618761,6,634,216.58.211.205,192.168.1.149,443,58986
1551369001.619143,6,404,216.58.211.205,192.168.1.149,443,58986
1551369001.619215,6,334,216.58.211.205,192.168.1.149,443,58986
1551369001.620053,6,46,192.168.1.149,216.58.211.205,58986,443
1551369001.623487,6,42,192.168.1.149,216.58.211.36,46106,443
