time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1554728096.257418,17,55,192.168.1.149,192.168.1.1,34059,53
1554728096.259634,17,116,192.168.1.1,192.168.1.149,53,34059
1554728097.404004,6,87,192.168.1.149,35.224.99.156,43892,80
1554728097.607454,6,148,35.224.99.156,192.168.1.149,80,43892
1554728108.851566,6,133,192.168.1.149,216.58.211.238,40566,443
1554728108.852545,6,554,192.168.1.149,216.58.211.238,40566,443
1554728108.875237,6,46,216.58.211.238,192.168.1.149,443,40566
1554728108.90015,6,79,216.58.211.238,192.168.1.149,443,40566
1554728108.900194,6,289,216.58.211.238,192.168.1.149,443,40566
1554728108.900549,6,126,216.58.211.238,192.168.1.149,443,40566
1554728108.900569,6,46,216.58.211.238,192.168.1.149,443,40566
1554728108.90257,6,46,192.168.1.149,216.58.211.238,40566,443
1554728138.851072,6,137,192.168.1.149,216.58.211.238,40566,443
1554728138.851993,6,553,192.168.1.149,216.58.211.238,40566,443
1554728138.875133,6,46,216.58.211.238,192.168.1.149,443,40566
1554728138.898077,6,79,216.58.211.238,192.168.1.149,443,40566
1554728138.899569,6,230,216.58.211.238,192.168.1.149,443,40566
1554728138.899612,6,95,216.58.211.238,192.168.1.149,443,40566
1554728138.899626,6,46,216.58.211.238,192.168.1.149,443,40566
1554728138.900645,6,46,192.168.1.149,216.58.211.238,40566,443
1554728168.851103,6,137,192.168.1.149,216.58.211.238,40566,443
1554728168.852189,6,556,192.168.1.149,216.58.211.238,40566,443
1554728168.874971,6,46,216.58.211.238,192.168.1.149,443,40566
1554728168.89825,6,79,216.58.211.238,192.168.1.149,443,40566
1554728168.899628,6,136,216.58.211.238,192.168.1.149,443,40566
1554728168.899663,6,238,216.58.211.238,192.168.1.149,443,40566
1554728168.899676,6,46,216.58.211.238,192.168.1.149,443,40566
1554728168.900741,6,46,192.168.1.149,216.58.211.238,40566,443
1554728171.499042,17,180,192.168.1.149,239.255.255.250,54524,1900
1554728172.500634,17,180,192.168.1.149,239.255.255.250,54524,1900
1554728173.501711,17,180,192.168.1.149,239.255.255.250,54524,1900
1554728174.503309,17,180,192.168.1.149,239.255.255.250,54524,1900
1554728198.851157,6,133,192.168.1.149,216.58.211.238,40566,443
1554728198.85226,6,553,192.168.1.149,216.58.211.238,40566,443
1554728198.87459,6,46,216.58.211.238,192.168.1.149,443,40566
1554728198.901332,6,79,216.58.211.238,192.168.1.149,443,40566
1554728198.901372,6,143,216.58.211.238,192.168.1.149,443,40566
1554728198.901532,6,245,216.58.211.238,192.168.1.149,443,40566
1554728198.901595,6,46,216.58.211.238,192.168.1.149,443,40566
1554728198.903886,6,46,192.168.1.149,216.58.211.238,40566,443
1554728228.851088,6,133,192.168.1.149,216.58.211.238,40566,443
1554728228.852114,6,553,192.168.1.149,216.58.211.238,40566,443
1554728228.874571,6,46,216.58.211.238,192.168.1.149,443,40566
1554728228.902906,6,79,216.58.211.238,192.168.1.149,443,40566
1554728228.903168,6,217,216.58.211.238,192.168.1.149,443,40566
1554728228.903275,6,277,216.58.211.238,192.168.1.149,443,40566
1554728228.903379,6,46,216.58.211.238,192.168.1.149,443,40566
1554728228.903808,6,46,192.168.1.149,216.58.211.238,40566,443
1554728258.481353,6,63,216.58.201.182,192.168.1.149,443,57694
1554728291.500149,17,180,192.168.1.149,239.255.255.250,33878,1900
1554728292.501654,17,180,192.168.1.149,239.255.255.250,33878,1900
1554728293.502706,17,180,192.168.1.149,239.255.255.250,33878,1900
1554728294.503541,17,180,192.168.1.149,239.255.255.250,33878,1900
