time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1554468593.695815,6,46,192.168.1.149,200.92.27.222,40732,443
1554468593.717965,6,46,200.92.27.222,192.168.1.149,443,40732
1554468652.69648,6,46,192.168.1.149,200.92.27.222,40732,443
1554468652.719837,6,46,200.92.27.222,192.168.1.149,443,40732
1554468695.953661,17,55,192.168.1.149,192.168.1.1,42613,53
1554468695.955067,17,55,192.168.1.1,192.168.1.149,53,42613
1554468697.146785,6,87,192.168.1.149,207.27.39.133,44062,80
1554468697.350434,6,148,207.27.39.133,192.168.1.149,80,44062
1554468705.727001,6,46,192.168.1.149,200.92.27.222,40732,443
1554468705.727104,6,31,192.168.1.149,200.92.27.222,40732,443
