time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1554135842.146384,6,806,192.168.1.80,84.69.67.23,50538,443
1554135842.148221,6,38,192.168.1.80,84.69.67.23,50538,443
1554135842.199434,6,87,84.69.67.23,192.168.1.80,443,50538
1554135842.199451,6,38,84.69.67.23,192.168.1.80,443,50538
1554135842.199455,6,46,84.69.67.23,192.168.1.80,443,50538
1554135842.199773,6,46,192.168.1.80,84.69.67.23,50538,443
1554135851.394689,6,220,192.168.1.80,84.69.67.23,50538,443
1554135851.39575,6,594,192.168.1.80,84.69.67.23,50538,443
1554135851.468118,6,243,84.69.67.23,192.168.1.80,443,50538
1554135851.468138,6,363,84.69.67.23,192.168.1.80,443,50538
1554135851.468141,6,46,84.69.67.23,192.168.1.80,443,50538
1554135851.468499,6,46,192.168.1.80,84.69.67.23,50538,443
1554135872.148156,6,747,192.168.1.80,84.69.67.23,50538,443
1554135872.149911,6,38,192.168.1.80,84.69.67.23,50538,443
1554135872.205003,6,87,84.69.67.23,192.168.1.80,443,50538
1554135872.205029,6,38,84.69.67.23,192.168.1.80,443,50538
1554135872.205038,6,46,84.69.67.23,192.168.1.80,443,50538
1554135872.20561,6,46,192.168.1.80,84.69.67.23,50538,443
1554135875.12896,17,60,192.168.1.80,145.7.81.115,49289,53
1554135875.145162,6,487,192.168.1.80,84.69.67.23,50538,443
1554135875.147547,17,124,145.7.81.115,192.168.1.80,53,49289
1554135875.201868,6,87,84.69.67.23,192.168.1.80,443,50538
1554135875.201888,6,38,84.69.67.23,192.168.1.80,443,50538
1554135875.201893,6,46,84.69.67.23,192.168.1.80,443,50538
1554135875.202236,6,46,192.168.1.80,84.69.67.23,50538,443
1554135881.400624,6,455,192.168.1.80,84.69.67.23,50538,443
1554135881.40194,6,593,192.168.1.80,84.69.67.23,50538,443
1554135881.477182,6,243,84.69.67.23,192.168.1.80,443,50538
1554135881.477214,6,403,84.69.67.23,192.168.1.80,443,50538
1554135881.477229,6,46,84.69.67.23,192.168.1.80,443,50538
1554135881.477881,6,46,192.168.1.80,84.69.67.23,50538,443
1554135902.149026,6,762,192.168.1.80,84.69.67.23,50538,443
