time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1554116350.910772,6,245,192.168.1.149,41.243.103.252,49258,443
1554116350.910851,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116350.91154,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116350.911551,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116350.91374,6,328,192.168.1.149,41.243.103.252,49258,443
1554116350.916353,6,336,192.168.1.149,82.158.198.44,34928,443
1554116350.916426,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116350.917378,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116350.919497,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116350.921684,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116350.923773,6,140,192.168.1.149,82.158.198.44,34928,443
1554116350.971553,6,238,41.243.103.252,192.168.1.149,443,49258
1554116350.971794,6,203,41.243.103.252,192.168.1.149,443,49258
1554116350.971914,6,255,41.243.103.252,192.168.1.149,443,49258
1554116350.971919,6,46,41.243.103.252,192.168.1.149,443,49258
1554116350.972007,6,46,192.168.1.149,41.243.103.252,49258,443
1554116351.114859,6,207,82.158.198.44,192.168.1.149,443,34928
1554116351.118935,6,359,192.168.1.149,82.158.198.44,34928,443
1554116351.119032,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116351.119545,6,435,192.168.1.149,82.158.198.44,34928,443
1554116351.123967,6,38,82.158.198.44,192.168.1.149,443,34928
1554116351.124128,6,46,82.158.198.44,192.168.1.149,443,34928
1554116351.1244,6,46,192.168.1.149,82.158.198.44,34928,443
1554116351.365413,6,204,82.158.198.44,192.168.1.149,443,34928
1554116351.365655,6,217,82.158.198.44,192.168.1.149,443,34928
1554116351.365891,6,317,82.158.198.44,192.168.1.149,443,34928
1554116351.366006,6,144,82.158.198.44,192.168.1.149,443,34928
1554116351.39241,6,120,82.158.198.44,192.168.1.149,443,34928
1554116351.392739,6,46,192.168.1.149,82.158.198.44,34928,443
1554116351.672688,6,380,82.158.198.44,192.168.1.149,443,34928
1554116352.544578,6,358,192.168.1.149,82.158.198.44,34928,443
1554116352.545699,6,210,192.168.1.149,82.158.198.44,34928,443
1554116352.799651,6,204,82.158.198.44,192.168.1.149,443,34928
1554116352.80017,6,215,82.158.198.44,192.168.1.149,443,34928
1554116352.800188,6,153,82.158.198.44,192.168.1.149,443,34928
1554116352.8002,6,206,82.158.198.44,192.168.1.149,443,34928
1554116352.800211,6,215,82.158.198.44,192.168.1.149,443,34928
1554116352.80022,6,46,82.158.198.44,192.168.1.149,443,34928
1554116352.800383,6,46,192.168.1.149,82.158.198.44,34928,443
1554116352.996356,6,359,192.168.1.149,82.158.198.44,34928,443
1554116352.996546,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116352.997186,6,32,192.168.1.149,82.158.198.44,34928,443
1554116353.01492,6,380,82.158.198.44,192.168.1.149,443,34928
1554116353.210438,6,204,82.158.198.44,192.168.1.149,443,34928
1554116353.212832,6,215,82.158.198.44,192.168.1.149,443,34928
1554116353.213098,6,223,82.158.198.44,192.168.1.149,443,34928
1554116353.216874,6,250,82.158.198.44,192.168.1.149,443,34928
1554116353.21696,6,68,82.158.198.44,192.168.1.149,443,34928
1554116353.217257,6,46,82.158.198.44,192.168.1.149,443,34928
1554116353.217415,6,46,192.168.1.149,82.158.198.44,34928,443
1554116353.515753,6,380,82.158.198.44,192.168.1.149,443,34928
1554116356.916227,6,251,192.168.1.149,41.243.103.252,49258,443
1554116356.917023,6,482,192.168.1.149,41.243.103.252,49258,443
1554116356.983663,6,238,41.243.103.252,192.168.1.149,443,49258
1554116356.983914,6,339,41.243.103.252,192.168.1.149,443,49258
1554116356.984017,6,46,41.243.103.252,192.168.1.149,443,49258
1554116356.984062,6,46,192.168.1.149,41.243.103.252,49258,443
1554116359.269033,6,476,192.168.1.149,41.243.103.252,49258,443
1554116359.269101,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116359.269717,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116359.270196,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116359.27072,6,328,192.168.1.149,41.243.103.252,49258,443
1554116359.272458,6,332,192.168.1.149,82.158.198.44,34928,443
1554116359.272525,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116359.272752,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116359.273148,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116359.273602,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116359.273986,6,140,192.168.1.149,82.158.198.44,34928,443
1554116359.324203,6,238,41.243.103.252,192.168.1.149,443,49258
1554116359.32446,6,372,41.243.103.252,192.168.1.149,443,49258
1554116359.326416,6,109,41.243.103.252,192.168.1.149,443,49258
1554116359.328088,6,46,41.243.103.252,192.168.1.149,443,49258
1554116359.328931,6,46,192.168.1.149,41.243.103.252,49258,443
1554116359.449319,6,210,82.158.198.44,192.168.1.149,443,34928
1554116359.458145,6,38,82.158.198.44,192.168.1.149,443,34928
1554116359.45829,6,46,82.158.198.44,192.168.1.149,443,34928
1554116359.458555,6,46,192.168.1.149,82.158.198.44,34928,443
1554116362.281983,6,690,192.168.1.149,41.243.103.252,49258,443
1554116362.282056,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116362.282655,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116362.283021,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116362.28335,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116362.283689,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116362.284771,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116362.284782,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116362.284958,6,340,192.168.1.149,82.158.198.44,34928,443
1554116362.285006,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.285873,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116362.285879,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116362.287439,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.287444,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.288595,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.288605,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.289257,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.289269,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.289925,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.289936,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.310021,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116362.310034,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116362.312425,6,206,192.168.1.149,41.243.103.252,49258,443
1554116362.31491,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.314925,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.315699,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.315713,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.316401,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.316409,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116362.316942,6,886,192.168.1.149,82.158.198.44,34928,443
1554116362.368926,6,237,41.243.103.252,192.168.1.149,443,49258
1554116362.369253,6,271,41.243.103.252,192.168.1.149,443,49258
1554116362.369513,6,221,41.243.103.252,192.168.1.149,443,49258
1554116362.369617,6,46,41.243.103.252,192.168.1.149,443,49258
1554116362.369692,6,46,192.168.1.149,41.243.103.252,49258,443
1554116362.522987,6,207,82.158.198.44,192.168.1.149,443,34928
1554116362.532167,6,38,82.158.198.44,192.168.1.149,443,34928
1554116362.532425,6,46,82.158.198.44,192.168.1.149,443,34928
1554116362.532607,6,46,192.168.1.149,82.158.198.44,34928,443
1554116363.552202,17,41,192.168.1.149,192.168.1.1,36556,53
1554116363.555866,6,352,192.168.1.149,82.158.198.44,34928,443
1554116363.555967,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116363.556116,6,32,192.168.1.149,82.158.198.44,34928,443
1554116363.558173,17,305,192.168.1.1,192.168.1.149,53,36556
1554116363.858187,6,204,82.158.198.44,192.168.1.149,443,34928
1554116363.858445,6,38,82.158.198.44,192.168.1.149,443,34928
1554116363.858583,6,46,82.158.198.44,192.168.1.149,443,34928
1554116363.858599,6,214,82.158.198.44,192.168.1.149,443,34928
1554116363.858613,6,286,82.158.198.44,192.168.1.149,443,34928
1554116363.858625,6,66,82.158.198.44,192.168.1.149,443,34928
1554116363.858634,6,71,82.158.198.44,192.168.1.149,443,34928
1554116363.858728,6,46,192.168.1.149,82.158.198.44,34928,443
1554116363.869067,6,71,82.158.198.44,192.168.1.149,443,34928
1554116363.889101,6,484,192.168.1.149,82.158.198.44,34928,443
1554116364.165489,6,212,82.158.198.44,192.168.1.149,443,34928
1554116364.165731,6,225,82.158.198.44,192.168.1.149,443,34928
1554116366.339507,6,359,192.168.1.149,82.158.198.44,34928,443
1554116366.340268,6,274,192.168.1.149,82.158.198.44,34928,443
1554116366.623299,6,204,82.158.198.44,192.168.1.149,443,34928
1554116366.624279,6,217,82.158.198.44,192.168.1.149,443,34928
1554116366.624308,6,133,82.158.198.44,192.168.1.149,443,34928
1554116366.624326,6,80,82.158.198.44,192.168.1.149,443,34928
1554116366.624336,6,217,82.158.198.44,192.168.1.149,443,34928
1554116366.624346,6,46,82.158.198.44,192.168.1.149,443,34928
1554116366.625076,6,46,192.168.1.149,82.158.198.44,34928,443
1554116366.702571,6,548,192.168.1.149,82.158.198.44,34928,443
1554116366.70278,6,274,192.168.1.149,82.158.198.44,34928,443
1554116366.806644,6,225,82.158.198.44,192.168.1.149,443,34928
1554116366.923283,6,204,82.158.198.44,192.168.1.149,443,34928
1554116366.923762,6,215,82.158.198.44,192.168.1.149,443,34928
1554116366.925099,6,278,82.158.198.44,192.168.1.149,443,34928
1554116366.927859,6,262,82.158.198.44,192.168.1.149,443,34928
1554116366.928105,6,277,82.158.198.44,192.168.1.149,443,34928
1554116366.928209,6,46,82.158.198.44,192.168.1.149,443,34928
1554116366.928408,6,46,192.168.1.149,82.158.198.44,34928,443
1554116367.237416,6,225,82.158.198.44,192.168.1.149,443,34928
1554116379.775797,6,252,192.168.1.149,41.243.103.252,49258,443
1554116379.775886,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116379.776546,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116379.776555,6,1368,192.168.1.149,41.243.103.252,49258,443
1554116379.77871,6,1169,192.168.1.149,41.243.103.252,49258,443
1554116379.819616,6,864,192.168.1.149,82.158.198.44,34928,443
1554116379.819717,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116379.821137,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116379.823319,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116379.825501,6,1368,192.168.1.149,82.158.198.44,34928,443
1554116379.827604,6,1361,192.168.1.149,82.158.198.44,34928,443
1554116379.834416,6,240,41.243.103.252,192.168.1.149,443,49258
1554116379.834641,6,219,41.243.103.252,192.168.1.149,443,49258
1554116379.837472,6,150,41.243.103.252,192.168.1.149,443,49258
1554116379.837558,6,46,41.243.103.252,192.168.1.149,443,49258
1554116379.837811,6,46,192.168.1.149,41.243.103.252,49258,443
1554116379.979296,6,359,192.168.1.149,82.158.198.44,34928,443
1554116379.979922,6,725,192.168.1.149,82.158.198.44,34928,443
1554116380.024793,6,208,82.158.198.44,192.168.1.149,443,34928
1554116380.035992,6,38,82.158.198.44,192.168.1.149,443,34928
1554116380.036027,6,46,82.158.198.44,192.168.1.149,443,34928
1554116380.036184,6,46,192.168.1.149,82.158.198.44,34928,443
1554116380.243712,6,204,82.158.198.44,192.168.1.149,443,34928
1554116380.244263,6,217,82.158.198.44,192.168.1.149,443,34928
1554116380.244299,6,190,82.158.198.44,192.168.1.149,443,34928
1554116380.244316,6,181,82.158.198.44,192.168.1.149,443,34928
1554116380.271024,6,272,82.158.198.44,192.168.1.149,443,34928
1554116380.271351,6,46,192.168.1.149,82.158.198.44,34928,443
1554116380.411936,6,360,192.168.1.149,82.158.198.44,34928,443
1554116380.412862,6,212,192.168.1.149,82.158.198.44,34928,443
1554116380.46801,6,380,82.158.198.44,192.168.1.149,443,34928
1554116380.652291,6,204,82.158.198.44,192.168.1.149,443,34928
1554116380.652474,6,214,82.158.198.44,192.168.1.149,443,34928
1554116380.652606,6,125,82.158.198.44,192.168.1.149,443,34928
1554116380.652639,6,110,82.158.198.44,192.168.1.149,443,34928
1554116380.652665,6,126,82.158.198.44,192.168.1.149,443,34928
1554116380.65269,6,46,82.158.198.44,192.168.1.149,443,34928
1554116380.653254,6,46,192.168.1.149,82.158.198.44,34928,443
1554116380.844207,6,358,192.168.1.149,82.158.198.44,34928,443
1554116380.845027,6,216,192.168.1.149,82.158.198.44,34928,443
1554116380.876983,6,380,82.158.198.44,192.168.1.149,443,34928
1554116381.061604,6,204,82.158.198.44,192.168.1.149,443,34928
1554116381.063157,6,217,82.158.198.44,192.168.1.149,443,34928
1554116381.063376,6,280,82.158.198.44,192.168.1.149,443,34928
