time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1551426954.189526,6,137,192.168.1.149,216.58.211.46,43676,443
1551426954.190448,6,703,192.168.1.149,216.58.211.46,43676,443
1551426954.192668,6,699,192.168.1.149,216.58.211.46,43676,443
1551426954.193918,17,49,192.168.1.149,192.168.1.1,60862,53
1551426954.193935,6,436,192.168.1.149,216.58.211.46,43676,443
1551426954.194017,17,40,192.168.1.149,192.168.1.1,34198,53
1551426954.194468,17,56,192.168.1.149,192.168.1.1,33152,53
1551426954.195204,6,83,192.168.1.149,216.58.211.46,43676,443
1551426954.197405,17,129,192.168.1.1,192.168.1.149,53,60862
1551426954.197742,17,152,192.168.1.1,192.168.1.149,53,33152
1551426954.197855,17,304,192.168.1.1,192.168.1.149,53,34198
1551426954.19792,17,45,192.168.1.149,192.168.1.1,47243,53
1551426954.198232,17,60,192.168.1.149,192.168.1.1,60830,53
1551426954.19834,17,51,192.168.1.149,192.168.1.1,48963,53
1551426954.199529,17,333,192.168.1.1,192.168.1.149,53,47243
1551426954.199924,17,37,192.168.1.149,192.168.1.1,46541,53
1551426954.200096,17,331,192.168.1.1,192.168.1.149,53,60830
1551426954.200433,17,43,192.168.1.149,192.168.1.1,55547,53
1551426954.200917,17,315,192.168.1.1,192.168.1.149,53,48963
1551426954.201362,17,41,192.168.1.149,192.168.1.1,44186,53
1551426954.20197,17,98,192.168.1.1,192.168.1.149,53,55547
1551426954.202903,17,333,192.168.1.1,192.168.1.149,53,46541
1551426954.203165,17,312,192.168.1.1,192.168.1.149,53,44186
1551426954.207595,6,46,216.58.211.46,192.168.1.149,443,43676
1551426954.219615,6,205,192.168.1.149,172.217.168.163,48966,443
1551426954.219673,6,208,192.168.1.149,216.58.210.138,35682,443
1551426954.220519,6,199,192.168.1.149,172.217.16.238,52092,443
1551426954.22058,6,203,192.168.1.149,172.217.16.227,49538,443
1551426954.238201,6,79,216.58.211.46,192.168.1.149,443,43676
1551426954.23824,6,77,216.58.211.46,192.168.1.149,443,43676
1551426954.238458,6,38,216.58.211.46,192.168.1.149,443,43676
1551426954.238594,6,46,216.58.211.46,192.168.1.149,443,43676
1551426954.238599,6,38,216.58.211.46,192.168.1.149,443,43676
1551426954.238602,6,79,216.58.211.46,192.168.1.149,443,43676
1551426954.238605,6,213,216.58.211.46,192.168.1.149,443,43676
1551426954.238609,6,38,216.58.211.46,192.168.1.149,443,43676
1551426954.241475,6,46,192.168.1.149,216.58.211.46,43676,443
1551426954.260231,6,1418,216.58.210.138,192.168.1.149,443,35682
1551426954.260513,6,1418,216.58.210.138,192.168.1.149,443,35682
1551426954.261672,6,1418,172.217.16.238,192.168.1.149,443,52092
1551426954.261803,6,1418,172.217.16.238,192.168.1.149,443,52092
1551426954.26185,6,1418,172.217.168.163,192.168.1.149,443,48966
1551426954.261893,6,1418,172.217.168.163,192.168.1.149,443,48966
1551426954.26199,6,1418,172.217.16.227,192.168.1.149,443,49538
1551426954.262042,6,1418,172.217.16.227,192.168.1.149,443,49538
1551426954.263612,6,1001,216.58.210.138,192.168.1.149,443,35682
1551426954.263645,6,778,172.217.168.163,192.168.1.149,443,48966
1551426954.264649,6,258,192.168.1.149,216.58.210.138,35682,443
1551426954.264655,6,778,172.217.16.238,192.168.1.149,443,52092
1551426954.264679,6,778,172.217.16.227,192.168.1.149,443,49538
1551426954.266587,6,258,192.168.1.149,172.217.168.163,48966,443
1551426954.268547,6,258,192.168.1.149,172.217.16.238,52092,443
1551426954.270488,6,258,192.168.1.149,172.217.16.227,49538,443
1551426954.280584,6,77,216.58.211.46,192.168.1.149,443,43676
1551426954.281103,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.281493,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.281505,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.281533,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.28197,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.281988,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.281991,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.282678,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.282688,6,992,216.58.211.46,192.168.1.149,443,43676
1551426954.282703,6,321,216.58.210.138,192.168.1.149,443,35682
1551426954.282713,6,69,216.58.210.138,192.168.1.149,443,35682
1551426954.283308,6,321,172.217.168.163,192.168.1.149,443,48966
1551426954.283319,6,69,172.217.168.163,192.168.1.149,443,48966
1551426954.285408,6,321,172.217.16.238,192.168.1.149,443,52092
1551426954.285507,6,69,172.217.16.238,192.168.1.149,443,52092
1551426954.285826,6,195,216.58.211.46,192.168.1.149,443,43676
1551426954.286872,6,321,172.217.16.227,192.168.1.149,443,49538
1551426954.287126,6,69,172.217.16.227,192.168.1.149,443,49538
1551426954.306066,6,126,192.168.1.149,216.58.211.46,43676,443
1551426954.320909,6,69,216.58.210.138,192.168.1.149,443,35682
1551426954.321184,6,69,172.217.168.163,192.168.1.149,443,48966
1551426954.32231,6,163,216.58.211.46,192.168.1.149,443,43676
1551426954.322592,6,545,216.58.211.46,192.168.1.149,443,43676
1551426954.322699,6,46,216.58.211.46,192.168.1.149,443,43676
1551426954.32328,6,46,192.168.1.149,216.58.211.46,43676,443
1551426954.324167,6,517,192.168.1.149,130.206.193.109,56710,443
1551426954.324534,6,517,192.168.1.149,130.206.193.109,56708,443
1551426954.324665,6,69,172.217.16.238,192.168.1.149,443,52092
1551426954.32698,6,69,172.217.16.227,192.168.1.149,443,49538
1551426954.34775,6,151,130.206.193.109,192.168.1.149,443,56710
1551426954.347782,6,151,130.206.193.109,192.168.1.149,443,56708
1551426954.3482,6,216,192.168.1.149,130.206.193.109,56710,443
1551426954.349319,6,216,192.168.1.149,130.206.193.109,56708,443
1551426954.350193,6,435,192.168.1.149,130.206.193.109,56710,443
1551426954.350729,6,441,192.168.1.149,130.206.193.109,56708,443
1551426954.365939,6,216,130.206.193.109,192.168.1.149,443,56710
1551426954.366541,6,216,130.206.193.109,192.168.1.149,443,56708
1551426954.622068,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623236,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623305,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623326,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623356,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623475,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.62352,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623528,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623552,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623562,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623584,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623594,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623618,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623626,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623649,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.623658,6,1418,216.58.211.46,192.168.1.149,443,43676
1551426954.62368,6,1418,216.58.211.46,192.168.1.149,443,43676
