time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1554726896.257444,17,55,192.168.1.149,192.168.1.1,47115,53
1554726896.260111,17,55,192.168.1.1,192.168.1.149,53,47115
1554726897.46635,6,87,192.168.1.149,132.94.185.66,43854,80
1554726897.672882,6,148,132.94.185.66,192.168.1.149,80,43854
1554726930.029932,6,63,170.173.205.79,192.168.1.149,443,38596
1554726971.403344,17,180,192.168.1.149,239.255.255.250,34128,1900
1554726972.405077,17,180,192.168.1.149,239.255.255.250,34128,1900
1554726973.406596,17,180,192.168.1.149,239.255.255.250,34128,1900
1554726974.408054,17,180,192.168.1.149,239.255.255.250,34128,1900
1554727091.405587,17,180,192.168.1.149,239.255.255.250,43604,1900
1554727092.407173,17,180,192.168.1.149,239.255.255.250,43604,1900
1554727093.408705,17,180,192.168.1.149,239.255.255.250,43604,1900
1554727094.410311,17,180,192.168.1.149,239.255.255.250,43604,1900
