time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1554465391.866032,17,40,192.168.1.149,192.168.1.1,55616,53
1554465391.866252,17,40,192.168.1.149,192.168.1.1,39422,53
1554465391.868367,17,168,192.168.1.1,192.168.1.149,53,55616
1554465391.868674,17,160,192.168.1.1,192.168.1.149,53,39422
1554465391.869544,17,56,192.168.1.149,77.1.84.71,44842,123
1554465391.921059,17,56,77.1.84.71,192.168.1.149,123,44842
1554465395.952466,17,55,192.168.1.149,192.168.1.1,55721,53
1554465395.95396,17,55,192.168.1.1,192.168.1.149,53,55721
1554465397.175833,6,87,192.168.1.149,103.29.109.96,45180,80
1554465397.382214,6,148,103.29.109.96,192.168.1.149,80,45180
1554465425.22839,17,56,192.168.1.149,77.1.84.71,44257,123
1554465425.288827,17,56,77.1.84.71,192.168.1.149,123,44257
1554465489.478491,17,56,192.168.1.149,77.1.84.71,48896,123
1554465489.530227,17,56,77.1.84.71,192.168.1.149,123,48896
1554465617.728406,17,56,192.168.1.149,77.1.84.71,39351,123
1554465617.780292,17,56,77.1.84.71,192.168.1.149,123,39351
